da;eTime;Time;Value;;;
9/02/2021 0:00;11:21:02;21:51:02;84;confidence;1};10:30:00
9/02/2021 0:00;11:21:07;21:51:07;83;confidence;1};10:30:00
9/02/2021 0:00;11:21:12;21:51:12;82;confidence;1};10:30:00
9/02/2021 0:00;11:21:17;21:51:17;84;confidence;1};10:30:00
9/02/2021 0:00;11:21:22;21:51:22;83;confidence;1};10:30:00
9/02/2021 0:00;11:21:32;21:51:32;81;confidence;1};10:30:00
9/02/2021 0:00;11:21:37;21:51:37;80;confidence;1};10:30:00
9/02/2021 0:00;11:21:42;21:51:42;79;confidence;1};10:30:00
9/02/2021 0:00;11:21:47;21:51:47;77;confidence;1};10:30:00
9/02/2021 0:00;11:21:52;21:51:52;76;confidence;1};10:30:00
9/02/2021 0:00;11:21:57;21:51:57;77;confidence;1};10:30:00
9/02/2021 0:00;11:22:02;21:52:02;76;confidence;1};10:30:00
9/02/2021 0:00;11:22:07;21:52:07;75;confidence;1};10:30:00
9/02/2021 0:00;11:22:12;21:52:12;74;confidence;1};10:30:00
9/02/2021 0:00;11:22:17;21:52:17;73;confidence;1};10:30:00
9/02/2021 0:00;11:22:22;21:52:22;71;confidence;1};10:30:00
9/02/2021 0:00;11:22:37;21:52:37;72;confidence;2};10:30:00
9/02/2021 0:00;11:22:52;21:52:52;74;confidence;1};10:30:00
9/02/2021 0:00;11:22:57;21:52:57;76;confidence;1};10:30:00
9/02/2021 0:00;11:23:07;21:53:07;74;confidence;1};10:30:00
9/02/2021 0:00;11:23:12;21:53:12;71;confidence;1};10:30:00
9/02/2021 0:00;11:23:17;21:53:17;72;confidence;1};10:30:00
9/02/2021 0:00;11:23:22;21:53:22;73;confidence;1};10:30:00
9/02/2021 0:00;11:23:32;21:53:32;75;confidence;1};10:30:00
9/02/2021 0:00;11:23:37;21:53:37;71;confidence;2};10:30:00
9/02/2021 0:00;11:23:42;21:53:42;70;confidence;2};10:30:00
9/02/2021 0:00;11:23:47;21:53:47;71;confidence;3};10:30:00
9/02/2021 0:00;11:23:52;21:53:52;71;confidence;1};10:30:00
9/02/2021 0:00;11:24:02;21:54:02;74;confidence;1};10:30:00
9/02/2021 0:00;11:24:07;21:54:07;77;confidence;1};10:30:00
9/02/2021 0:00;11:24:12;21:54:12;79;confidence;1};10:30:00
9/02/2021 0:00;11:24:17;21:54:17;81;confidence;1};10:30:00
9/02/2021 0:00;11:24:22;21:54:22;85;confidence;1};10:30:00
9/02/2021 0:00;11:24:27;21:54:27;84;confidence;1};10:30:00
9/02/2021 0:00;11:24:32;21:54:32;85;confidence;1};10:30:00
9/02/2021 0:00;11:24:37;21:54:37;84;confidence;1};10:30:00
9/02/2021 0:00;11:24:42;21:54:42;83;confidence;1};10:30:00
9/02/2021 0:00;11:24:52;21:54:52;86;confidence;1};10:30:00
9/02/2021 0:00;11:25:02;21:55:02;89;confidence;1};10:30:00
9/02/2021 0:00;11:25:07;21:55:07;88;confidence;1};10:30:00
9/02/2021 0:00;11:25:12;21:55:12;86;confidence;1};10:30:00
9/02/2021 0:00;11:25:17;21:55:17;87;confidence;1};10:30:00
9/02/2021 0:00;11:25:27;21:55:27;88;confidence;1};10:30:00
9/02/2021 0:00;11:25:32;21:55:32;87;confidence;1};10:30:00
9/02/2021 0:00;11:25:37;21:55:37;85;confidence;1};10:30:00
9/02/2021 0:00;11:25:42;21:55:42;84;confidence;1};10:30:00
9/02/2021 0:00;11:25:52;21:55:52;83;confidence;1};10:30:00
9/02/2021 0:00;11:25:57;21:55:57;82;confidence;1};10:30:00
9/02/2021 0:00;11:26:07;21:56:07;83;confidence;1};10:30:00
9/02/2021 0:00;11:26:12;21:56:12;85;confidence;1};10:30:00
9/02/2021 0:00;11:26:27;21:56:27;87;confidence;1};10:30:00
9/02/2021 0:00;11:26:32;21:56:32;86;confidence;1};10:30:00
9/02/2021 0:00;11:26:37;21:56:37;88;confidence;1};10:30:00
9/02/2021 0:00;11:26:42;21:56:42;87;confidence;1};10:30:00
9/02/2021 0:00;11:26:47;21:56:47;86;confidence;1};10:30:00
9/02/2021 0:00;11:26:52;21:56:52;83;confidence;1};10:30:00
9/02/2021 0:00;11:26:57;21:56:57;82;confidence;1};10:30:00
9/02/2021 0:00;11:27:02;21:57:02;83;confidence;1};10:30:00
9/02/2021 0:00;11:27:07;21:57:07;84;confidence;1};10:30:00
9/02/2021 0:00;11:27:17;21:57:17;83;confidence;1};10:30:00
9/02/2021 0:00;11:27:22;21:57:22;84;confidence;1};10:30:00
9/02/2021 0:00;11:27:27;21:57:27;81;confidence;1};10:30:00
9/02/2021 0:00;11:27:37;21:57:37;80;confidence;1};10:30:00
9/02/2021 0:00;11:27:42;21:57:42;81;confidence;1};10:30:00
9/02/2021 0:00;11:27:47;21:57:47;80;confidence;1};10:30:00
9/02/2021 0:00;11:27:52;21:57:52;82;confidence;1};10:30:00
9/02/2021 0:00;11:27:57;21:57:57;81;confidence;1};10:30:00
9/02/2021 0:00;11:28:02;21:58:02;82;confidence;1};10:30:00
9/02/2021 0:00;11:28:07;21:58:07;83;confidence;1};10:30:00
9/02/2021 0:00;11:28:17;21:58:17;80;confidence;1};10:30:00
9/02/2021 0:00;11:28:22;21:58:22;82;confidence;1};10:30:00
9/02/2021 0:00;11:28:27;21:58:27;81;confidence;1};10:30:00
9/02/2021 0:00;11:28:32;21:58:32;83;confidence;1};10:30:00
9/02/2021 0:00;11:28:37;21:58:37;80;confidence;1};10:30:00
9/02/2021 0:00;11:28:42;21:58:42;79;confidence;1};10:30:00
9/02/2021 0:00;11:28:47;21:58:47;77;confidence;1};10:30:00
9/02/2021 0:00;11:28:52;21:58:52;76;confidence;1};10:30:00
9/02/2021 0:00;11:28:57;21:58:57;72;confidence;1};10:30:00
9/02/2021 0:00;11:29:02;21:59:02;73;confidence;1};10:30:00
9/02/2021 0:00;11:29:12;21:59:12;74;confidence;1};10:30:00
9/02/2021 0:00;11:29:17;21:59:17;75;confidence;1};10:30:00
9/02/2021 0:00;11:29:22;21:59:22;76;confidence;1};10:30:00
9/02/2021 0:00;11:29:32;21:59:32;77;confidence;1};10:30:00
9/02/2021 0:00;11:29:37;21:59:37;82;confidence;1};10:30:00
9/02/2021 0:00;11:29:42;21:59:42;81;confidence;1};10:30:00
9/02/2021 0:00;11:29:52;21:59:52;78;confidence;1};10:30:00
9/02/2021 0:00;11:29:57;21:59:57;77;confidence;1};10:30:00
9/02/2021 0:00;11:30:02;22:00:02;81;confidence;1};10:30:00
9/02/2021 0:00;11:30:07;22:00:07;79;confidence;1};10:30:00
9/02/2021 0:00;11:30:12;22:00:12;82;confidence;1};10:30:00
9/02/2021 0:00;11:30:22;22:00:22;80;confidence;1};10:30:00
9/02/2021 0:00;11:30:27;22:00:27;77;confidence;1};10:30:00
9/02/2021 0:00;11:30:32;22:00:32;79;confidence;1};10:30:00
9/02/2021 0:00;11:30:37;22:00:37;81;confidence;1};10:30:00
9/02/2021 0:00;11:30:42;22:00:42;86;confidence;1};10:30:00
9/03/2021 0:00;4:15:31;14:45:31;69;confidence;0};10:30:00
9/03/2021 0:00;4:23:11;14:53:11;70;confidence;0};10:30:00
9/03/2021 0:00;4:34:54;15:04:54;70;confidence;0};10:30:00
9/03/2021 0:00;4:34:59;15:04:59;71;confidence;0};10:30:00
9/03/2021 0:00;4:35:09;15:05:09;71;confidence;1};10:30:00
9/03/2021 0:00;4:35:14;15:05:14;75;confidence;1};10:30:00
9/03/2021 0:00;4:35:19;15:05:19;77;confidence;1};10:30:00
9/03/2021 0:00;4:35:24;15:05:24;79;confidence;1};10:30:00
9/03/2021 0:00;4:35:34;15:05:34;85;confidence;1};10:30:00
9/03/2021 0:00;4:35:39;15:05:39;84;confidence;1};10:30:00
9/03/2021 0:00;4:35:49;15:05:49;77;confidence;1};10:30:00
9/03/2021 0:00;4:35:54;15:05:54;73;confidence;1};10:30:00
9/03/2021 0:00;4:35:59;15:05:59;71;confidence;1};10:30:00
9/03/2021 0:00;4:36:04;15:06:04;69;confidence;2};10:30:00
9/03/2021 0:00;4:36:09;15:06:09;66;confidence;2};10:30:00
9/03/2021 0:00;4:36:14;15:06:14;65;confidence;2};10:30:00
9/03/2021 0:00;4:36:29;15:06:29;65;confidence;2};10:30:00
9/03/2021 0:00;4:36:34;15:06:34;66;confidence;2};10:30:00
9/03/2021 0:00;4:36:39;15:06:39;67;confidence;2};10:30:00
9/03/2021 0:00;4:36:44;15:06:44;68;confidence;2};10:30:00
9/03/2021 0:00;4:36:49;15:06:49;69;confidence;2};10:30:00
9/03/2021 0:00;4:37:04;15:07:04;67;confidence;2};10:30:00
9/03/2021 0:00;4:37:09;15:07:09;67;confidence;1};10:30:00
9/03/2021 0:00;4:37:14;15:07:14;68;confidence;1};10:30:00
9/03/2021 0:00;4:37:19;15:07:19;69;confidence;2};10:30:00
9/03/2021 0:00;4:37:29;15:07:29;69;confidence;1};10:30:00
9/03/2021 0:00;4:37:39;15:07:39;71;confidence;2};10:30:00
9/03/2021 0:00;4:37:44;15:07:44;72;confidence;2};10:30:00
9/03/2021 0:00;4:37:59;15:07:59;73;confidence;2};10:30:00
9/03/2021 0:00;4:38:04;15:08:04;73;confidence;2};10:30:00
9/03/2021 0:00;4:38:09;15:08:09;73;confidence;1};10:30:00
9/03/2021 0:00;4:38:14;15:08:14;74;confidence;1};10:30:00
9/03/2021 0:00;4:38:19;15:08:19;76;confidence;2};10:30:00
9/03/2021 0:00;4:38:24;15:08:24;77;confidence;2};10:30:00
9/03/2021 0:00;4:38:29;15:08:29;78;confidence;2};10:30:00
9/03/2021 0:00;4:38:44;15:08:44;78;confidence;2};10:30:00
9/03/2021 0:00;4:38:49;15:08:49;78;confidence;1};10:30:00
9/03/2021 0:00;4:38:54;15:08:54;78;confidence;2};10:30:00
9/03/2021 0:00;4:38:59;15:08:59;79;confidence;2};10:30:00
9/03/2021 0:00;4:39:05;15:09:05;80;confidence;2};10:30:00
9/03/2021 0:00;4:39:20;15:09:20;81;confidence;2};10:30:00
9/03/2021 0:00;4:39:30;15:09:30;82;confidence;2};10:30:00
9/03/2021 0:00;4:39:40;15:09:40;83;confidence;2};10:30:00
9/03/2021 0:00;4:39:55;15:09:55;83;confidence;2};10:30:00
9/03/2021 0:00;4:40:00;15:10:00;84;confidence;2};10:30:00
9/03/2021 0:00;4:40:15;15:10:15;83;confidence;2};10:30:00
9/03/2021 0:00;4:40:20;15:10:20;84;confidence;2};10:30:00
9/03/2021 0:00;4:40:25;15:10:25;83;confidence;2};10:30:00
9/03/2021 0:00;4:40:30;15:10:30;81;confidence;2};10:30:00
9/03/2021 0:00;4:40:35;15:10:35;80;confidence;2};10:30:00
9/03/2021 0:00;4:40:40;15:10:40;76;confidence;2};10:30:00
9/03/2021 0:00;4:40:45;15:10:45;74;confidence;3};10:30:00
9/03/2021 0:00;4:40:50;15:10:50;73;confidence;2};10:30:00
9/03/2021 0:00;4:40:55;15:10:55;74;confidence;2};10:30:00
9/03/2021 0:00;4:41:00;15:11:00;75;confidence;2};10:30:00
9/03/2021 0:00;4:41:05;15:11:05;77;confidence;2};10:30:00
9/03/2021 0:00;4:41:20;15:11:20;77;confidence;2};10:30:00
9/03/2021 0:00;4:41:30;15:11:30;78;confidence;2};10:30:00
9/03/2021 0:00;4:41:40;15:11:40;78;confidence;1};10:30:00
9/03/2021 0:00;4:41:55;15:11:55;79;confidence;1};10:30:00
9/03/2021 0:00;4:42:00;15:12:00;78;confidence;1};10:30:00
9/03/2021 0:00;4:42:05;15:12:05;77;confidence;2};10:30:00
9/03/2021 0:00;4:42:10;15:12:10;77;confidence;1};10:30:00
9/03/2021 0:00;4:42:15;15:12:15;78;confidence;2};10:30:00
9/03/2021 0:00;4:42:30;15:12:30;78;confidence;2};10:30:00
9/03/2021 0:00;4:42:45;15:12:45;78;confidence;2};10:30:00
9/03/2021 0:00;4:42:50;15:12:50;79;confidence;2};10:30:00
9/03/2021 0:00;4:42:55;15:12:55;80;confidence;2};10:30:00
9/03/2021 0:00;4:43:10;15:13:10;80;confidence;2};10:30:00
9/03/2021 0:00;4:43:20;15:13:20;79;confidence;2};10:30:00
9/03/2021 0:00;4:43:25;15:13:25;77;confidence;2};10:30:00
9/03/2021 0:00;4:43:40;15:13:40;78;confidence;2};10:30:00
9/03/2021 0:00;4:43:45;15:13:45;79;confidence;2};10:30:00
9/03/2021 0:00;4:43:55;15:13:55;85;confidence;3};10:30:00
9/03/2021 0:00;4:44:00;15:14:00;87;confidence;3};10:30:00
9/03/2021 0:00;4:44:05;15:14:05;87;confidence;2};10:30:00
9/03/2021 0:00;4:44:15;15:14:15;88;confidence;2};10:30:00
9/03/2021 0:00;4:44:20;15:14:20;89;confidence;2};10:30:00
9/03/2021 0:00;4:44:35;15:14:35;89;confidence;2};10:30:00
9/03/2021 0:00;4:44:40;15:14:40;86;confidence;2};10:30:00
9/03/2021 0:00;4:44:45;15:14:45;85;confidence;2};10:30:00
9/03/2021 0:00;4:44:50;15:14:50;86;confidence;2};10:30:00
9/03/2021 0:00;4:45:05;15:15:05;86;confidence;2};10:30:00
9/03/2021 0:00;4:45:10;15:15:10;85;confidence;2};10:30:00
9/03/2021 0:00;4:45:20;15:15:20;88;confidence;2};10:30:00
9/03/2021 0:00;4:45:25;15:15:25;89;confidence;2};10:30:00
9/03/2021 0:00;4:45:30;15:15:30;88;confidence;3};10:30:00
9/03/2021 0:00;4:45:35;15:15:35;89;confidence;2};10:30:00
9/03/2021 0:00;4:45:40;15:15:40;88;confidence;3};10:30:00
9/03/2021 0:00;4:45:45;15:15:45;88;confidence;2};10:30:00
9/03/2021 0:00;4:45:50;15:15:50;90;confidence;3};10:30:00
9/03/2021 0:00;4:45:55;15:15:55;92;confidence;3};10:30:00
9/03/2021 0:00;4:46:00;15:16:00;93;confidence;2};10:30:00
9/03/2021 0:00;4:46:05;15:16:05;92;confidence;2};10:30:00
9/03/2021 0:00;4:46:15;15:16:15;91;confidence;1};10:30:00
9/03/2021 0:00;4:46:20;15:16:20;90;confidence;1};10:30:00
9/03/2021 0:00;4:46:25;15:16:25;92;confidence;1};10:30:00
9/03/2021 0:00;4:46:30;15:16:30;94;confidence;1};10:30:00
9/03/2021 0:00;4:46:35;15:16:35;96;confidence;3};10:30:00
9/03/2021 0:00;4:46:40;15:16:40;97;confidence;2};10:30:00
9/03/2021 0:00;4:46:55;15:16:55;103;confidence;3};10:30:00
9/03/2021 0:00;4:47:00;15:17:00;100;confidence;1};10:30:00
9/03/2021 0:00;4:47:05;15:17:05;99;confidence;2};10:30:00
9/03/2021 0:00;4:47:15;15:17:15;97;confidence;2};10:30:00
9/03/2021 0:00;4:47:20;15:17:20;96;confidence;2};10:30:00
9/03/2021 0:00;4:47:25;15:17:25;95;confidence;2};10:30:00
9/03/2021 0:00;4:47:35;15:17:35;96;confidence;2};10:30:00
9/03/2021 0:00;4:47:45;15:17:45;93;confidence;2};10:30:00
9/03/2021 0:00;4:47:50;15:17:50;91;confidence;2};10:30:00
9/03/2021 0:00;4:48:00;15:18:00;90;confidence;2};10:30:00
9/03/2021 0:00;4:48:10;15:18:10;88;confidence;3};10:30:00
9/03/2021 0:00;4:48:15;15:18:15;87;confidence;2};10:30:00
9/03/2021 0:00;4:48:20;15:18:20;89;confidence;2};10:30:00
9/03/2021 0:00;4:48:25;15:18:25;90;confidence;2};10:30:00
9/03/2021 0:00;4:48:30;15:18:30;88;confidence;2};10:30:00
9/03/2021 0:00;4:48:40;15:18:40;89;confidence;2};10:30:00
9/03/2021 0:00;4:48:45;15:18:45;91;confidence;1};10:30:00
9/03/2021 0:00;4:48:50;15:18:50;94;confidence;1};10:30:00
9/03/2021 0:00;4:48:55;15:18:55;94;confidence;2};10:30:00
9/03/2021 0:00;4:49:00;15:19:00;95;confidence;2};10:30:00
9/03/2021 0:00;4:49:05;15:19:05;96;confidence;2};10:30:00
9/03/2021 0:00;4:49:15;15:19:15;94;confidence;2};10:30:00
9/03/2021 0:00;4:49:20;15:19:20;93;confidence;1};10:30:00
9/03/2021 0:00;4:49:25;15:19:25;92;confidence;2};10:30:00
9/03/2021 0:00;4:49:30;15:19:30;91;confidence;1};10:30:00
9/03/2021 0:00;4:49:35;15:19:35;87;confidence;1};10:30:00
9/03/2021 0:00;4:49:40;15:19:40;85;confidence;1};10:30:00
9/03/2021 0:00;4:49:45;15:19:45;83;confidence;1};10:30:00
9/03/2021 0:00;4:49:50;15:19:50;84;confidence;1};10:30:00
9/03/2021 0:00;4:49:55;15:19:55;76;confidence;1};10:30:00
9/03/2021 0:00;4:50:00;15:20:00;71;confidence;1};10:30:00
9/03/2021 0:00;4:50:05;15:20:05;72;confidence;1};10:30:00
9/03/2021 0:00;4:50:10;15:20:10;75;confidence;1};10:30:00
9/03/2021 0:00;4:50:15;15:20:15;79;confidence;1};10:30:00
9/03/2021 0:00;4:50:20;15:20:20;82;confidence;1};10:30:00
9/03/2021 0:00;4:50:35;15:20:35;83;confidence;1};10:30:00
9/03/2021 0:00;4:50:40;15:20:40;82;confidence;1};10:30:00
9/03/2021 0:00;4:50:55;15:20:55;84;confidence;1};10:30:00
9/03/2021 0:00;4:51:00;15:21:00;82;confidence;3};10:30:00
9/03/2021 0:00;4:51:05;15:21:05;78;confidence;3};10:30:00
9/03/2021 0:00;4:51:10;15:21:10;75;confidence;1};10:30:00
9/03/2021 0:00;4:51:15;15:21:15;74;confidence;1};10:30:00
9/03/2021 0:00;4:51:20;15:21:20;73;confidence;1};10:30:00
9/03/2021 0:00;4:51:30;15:21:30;73;confidence;2};10:30:00
9/03/2021 0:00;4:51:35;15:21:35;73;confidence;1};10:30:00
9/03/2021 0:00;4:51:45;15:21:45;74;confidence;1};10:30:00
9/03/2021 0:00;4:51:50;15:21:50;75;confidence;1};10:30:00
9/03/2021 0:00;4:51:55;15:21:55;74;confidence;1};10:30:00
9/03/2021 0:00;4:52:05;15:22:05;74;confidence;2};10:30:00
9/03/2021 0:00;4:52:10;15:22:10;74;confidence;3};10:30:00
9/03/2021 0:00;4:52:15;15:22:15;75;confidence;3};10:30:00
9/03/2021 0:00;4:52:20;15:22:20;76;confidence;2};10:30:00
9/03/2021 0:00;4:52:35;15:22:35;76;confidence;2};10:30:00
9/03/2021 0:00;4:52:40;15:22:40;77;confidence;2};10:30:00
9/03/2021 0:00;4:52:45;15:22:45;78;confidence;2};10:30:00
9/03/2021 0:00;4:53:00;15:23:00;81;confidence;2};10:30:00
9/03/2021 0:00;4:53:05;15:23:05;84;confidence;2};10:30:00
9/03/2021 0:00;4:53:10;15:23:10;85;confidence;1};10:30:00
9/03/2021 0:00;4:53:15;15:23:15;86;confidence;2};10:30:00
9/03/2021 0:00;4:53:20;15:23:20;88;confidence;3};10:30:00
9/03/2021 0:00;4:53:25;15:23:25;89;confidence;2};10:30:00
9/03/2021 0:00;4:53:35;15:23:35;87;confidence;2};10:30:00
9/03/2021 0:00;4:53:40;15:23:40;83;confidence;2};10:30:00
9/03/2021 0:00;4:53:45;15:23:45;84;confidence;3};10:30:00
9/03/2021 0:00;4:53:50;15:23:50;85;confidence;2};10:30:00
9/03/2021 0:00;4:54:00;15:24:00;86;confidence;1};10:30:00
9/03/2021 0:00;4:54:05;15:24:05;88;confidence;1};10:30:00
9/03/2021 0:00;4:54:10;15:24:10;91;confidence;1};10:30:00
9/03/2021 0:00;4:54:15;15:24:15;93;confidence;1};10:30:00
9/03/2021 0:00;4:54:20;15:24:20;94;confidence;2};10:30:00
9/03/2021 0:00;4:54:25;15:24:25;95;confidence;1};10:30:00
9/03/2021 0:00;4:54:30;15:24:30;98;confidence;1};10:30:00
9/03/2021 0:00;4:54:40;15:24:40;100;confidence;1};10:30:00
9/03/2021 0:00;4:54:45;15:24:45;97;confidence;1};10:30:00
9/03/2021 0:00;4:54:50;15:24:50;97;confidence;1};10:30:00
9/03/2021 0:00;4:54:55;15:24:55;96;confidence;2};10:30:00
9/03/2021 0:00;4:55:05;15:25:05;95;confidence;2};10:30:00
9/03/2021 0:00;4:55:10;15:25:10;93;confidence;2};10:30:00
9/03/2021 0:00;4:55:15;15:25:15;92;confidence;1};10:30:00
9/03/2021 0:00;4:55:20;15:25:20;91;confidence;1};10:30:00
9/03/2021 0:00;4:55:25;15:25:25;90;confidence;1};10:30:00
9/03/2021 0:00;4:55:30;15:25:30;89;confidence;1};10:30:00
9/03/2021 0:00;4:55:35;15:25:35;88;confidence;2};10:30:00
9/03/2021 0:00;4:55:40;15:25:40;86;confidence;1};10:30:00
9/03/2021 0:00;4:55:45;15:25:45;84;confidence;1};10:30:00
9/03/2021 0:00;4:55:55;15:25:55;85;confidence;1};10:30:00
9/03/2021 0:00;4:56:00;15:26:00;87;confidence;1};10:30:00
9/03/2021 0:00;4:56:05;15:26:05;91;confidence;2};10:30:00
9/03/2021 0:00;4:56:10;15:26:10;93;confidence;2};10:30:00
9/03/2021 0:00;4:56:15;15:26:15;91;confidence;2};10:30:00
9/03/2021 0:00;4:56:20;15:26:20;89;confidence;1};10:30:00
9/03/2021 0:00;4:56:25;15:26:25;88;confidence;1};10:30:00
9/03/2021 0:00;4:56:30;15:26:30;91;confidence;2};10:30:00
9/03/2021 0:00;4:56:35;15:26:35;95;confidence;2};10:30:00
9/03/2021 0:00;4:56:40;15:26:40;96;confidence;2};10:30:00
9/03/2021 0:00;4:56:45;15:26:45;95;confidence;1};10:30:00
9/03/2021 0:00;4:56:50;15:26:50;94;confidence;1};10:30:00
9/03/2021 0:00;4:56:55;15:26:55;97;confidence;2};10:30:00
9/03/2021 0:00;4:57:00;15:27:00;98;confidence;2};10:30:00
9/03/2021 0:00;4:57:05;15:27:05;95;confidence;1};10:30:00
9/03/2021 0:00;4:57:10;15:27:10;92;confidence;1};10:30:00
9/03/2021 0:00;4:57:15;15:27:15;92;confidence;1};10:30:00
9/03/2021 0:00;4:57:20;15:27:20;95;confidence;2};10:30:00
9/03/2021 0:00;4:57:25;15:27:25;93;confidence;2};10:30:00
9/03/2021 0:00;4:57:30;15:27:30;94;confidence;2};10:30:00
9/03/2021 0:00;4:57:35;15:27:35;93;confidence;2};10:30:00
9/03/2021 0:00;4:57:40;15:27:40;94;confidence;2};10:30:00
9/03/2021 0:00;4:57:45;15:27:45;95;confidence;2};10:30:00
9/03/2021 0:00;4:57:50;15:27:50;96;confidence;1};10:30:00
9/03/2021 0:00;4:57:55;15:27:55;99;confidence;1};10:30:00
9/03/2021 0:00;4:58:00;15:28:00;100;confidence;2};10:30:00
9/03/2021 0:00;4:58:05;15:28:05;101;confidence;2};10:30:00
9/03/2021 0:00;4:58:10;15:28:10;100;confidence;2};10:30:00
9/03/2021 0:00;4:58:20;15:28:20;101;confidence;2};10:30:00
9/03/2021 0:00;4:58:25;15:28:25;100;confidence;2};10:30:00
9/03/2021 0:00;4:58:30;15:28:30;99;confidence;2};10:30:00
9/03/2021 0:00;4:58:35;15:28:35;97;confidence;2};10:30:00
9/03/2021 0:00;4:58:50;15:28:50;97;confidence;2};10:30:00
9/03/2021 0:00;4:59:05;15:29:05;101;confidence;2};10:30:00
9/03/2021 0:00;4:59:10;15:29:10;103;confidence;2};10:30:00
9/03/2021 0:00;4:59:25;15:29:25;102;confidence;1};10:30:00
9/03/2021 0:00;4:59:30;15:29:30;104;confidence;1};10:30:00
9/03/2021 0:00;4:59:35;15:29:35;103;confidence;1};10:30:00
9/03/2021 0:00;4:59:40;15:29:40;102;confidence;2};10:30:00
9/03/2021 0:00;4:59:45;15:29:45;101;confidence;2};10:30:00
9/03/2021 0:00;4:59:50;15:29:50;98;confidence;1};10:30:00
9/03/2021 0:00;4:59:55;15:29:55;90;confidence;1};10:30:00
9/03/2021 0:00;5:00:00;15:30:00;85;confidence;1};10:30:00
9/03/2021 0:00;5:00:05;15:30:05;85;confidence;1};10:30:00
9/03/2021 0:00;5:00:15;15:30:15;81;confidence;1};10:30:00
9/03/2021 0:00;5:00:20;15:30:20;76;confidence;1};10:30:00
9/03/2021 0:00;5:00:25;15:30:25;73;confidence;1};10:30:00
9/03/2021 0:00;5:00:30;15:30:30;72;confidence;3};10:30:00
9/03/2021 0:00;5:00:35;15:30:35;74;confidence;1};10:30:00
9/03/2021 0:00;5:00:40;15:30:40;73;confidence;1};10:30:00
9/03/2021 0:00;5:00:45;15:30:45;72;confidence;1};10:30:00
9/03/2021 0:00;5:00:50;15:30:50;72;confidence;3};10:30:00
9/03/2021 0:00;5:00:55;15:30:55;71;confidence;3};10:30:00
9/03/2021 0:00;5:01:05;15:31:05;73;confidence;1};10:30:00
9/03/2021 0:00;5:01:10;15:31:10;69;confidence;1};10:30:00
9/03/2021 0:00;5:01:15;15:31:15;74;confidence;1};10:30:00
9/03/2021 0:00;5:01:20;15:31:20;73;confidence;1};10:30:00
9/03/2021 0:00;5:01:25;15:31:25;75;confidence;1};10:30:00
9/03/2021 0:00;5:01:30;15:31:30;73;confidence;1};10:30:00
9/03/2021 0:00;5:01:35;15:31:35;76;confidence;2};10:30:00
9/03/2021 0:00;5:01:40;15:31:40;79;confidence;1};10:30:00
9/03/2021 0:00;5:01:45;15:31:45;80;confidence;1};10:30:00
9/03/2021 0:00;5:01:50;15:31:50;81;confidence;1};10:30:00
9/03/2021 0:00;5:02:00;15:32:00;82;confidence;1};10:30:00
9/03/2021 0:00;5:02:10;15:32:10;87;confidence;1};10:30:00
9/03/2021 0:00;5:02:15;15:32:15;83;confidence;1};10:30:00
9/03/2021 0:00;5:02:20;15:32:20;81;confidence;1};10:30:00
9/03/2021 0:00;5:02:25;15:32:25;81;confidence;2};10:30:00
9/03/2021 0:00;5:02:30;15:32:30;78;confidence;2};10:30:00
9/03/2021 0:00;5:02:35;15:32:35;77;confidence;2};10:30:00
9/03/2021 0:00;5:02:40;15:32:40;76;confidence;2};10:30:00
9/03/2021 0:00;5:02:55;15:32:55;78;confidence;2};10:30:00
9/03/2021 0:00;5:03:00;15:33:00;79;confidence;3};10:30:00
9/03/2021 0:00;5:03:05;15:33:05;79;confidence;2};10:30:00
9/03/2021 0:00;5:03:10;15:33:10;78;confidence;2};10:30:00
9/03/2021 0:00;5:03:20;15:33:20;79;confidence;1};10:30:00
9/03/2021 0:00;5:03:25;15:33:25;81;confidence;1};10:30:00
9/03/2021 0:00;5:03:30;15:33:30;84;confidence;1};10:30:00
9/03/2021 0:00;5:03:35;15:33:35;86;confidence;1};10:30:00
9/03/2021 0:00;5:03:40;15:33:40;89;confidence;1};10:30:00
9/03/2021 0:00;5:03:45;15:33:45;90;confidence;1};10:30:00
9/03/2021 0:00;5:03:50;15:33:50;94;confidence;3};10:30:00
9/03/2021 0:00;5:03:55;15:33:55;97;confidence;2};10:30:00
9/03/2021 0:00;5:04:00;15:34:00;96;confidence;2};10:30:00
9/03/2021 0:00;5:04:05;15:34:05;97;confidence;1};10:30:00
9/03/2021 0:00;5:04:10;15:34:10;99;confidence;2};10:30:00
9/03/2021 0:00;5:04:15;15:34:15;100;confidence;2};10:30:00
9/03/2021 0:00;5:04:25;15:34:25;103;confidence;2};10:30:00
9/03/2021 0:00;5:04:30;15:34:30;102;confidence;2};10:30:00
9/03/2021 0:00;5:04:35;15:34:35;99;confidence;1};10:30:00
9/03/2021 0:00;5:04:40;15:34:40;94;confidence;1};10:30:00
9/03/2021 0:00;5:04:45;15:34:45;93;confidence;1};10:30:00
9/03/2021 0:00;5:04:50;15:34:50;90;confidence;1};10:30:00
9/03/2021 0:00;5:04:55;15:34:55;89;confidence;1};10:30:00
9/03/2021 0:00;5:05:00;15:35:00;88;confidence;1};10:30:00
9/03/2021 0:00;5:05:05;15:35:05;84;confidence;1};10:30:00
9/03/2021 0:00;5:05:10;15:35:10;77;confidence;1};10:30:00
